key,en,fr,es,de,ru,nl,ja,zh,pt-BR
log_fred,"Finally got the shipment of janitorial drones from assembly, which means I’m out of a job. Couldn’t be happier, to be honest. Get to head up to the surface a few days early. It’s about time too, the [quot]matter exchange events[quot] (read: an ugly-ass alien pops into our dimension and I have to mop it up once it’s killed) have been getting more and more frequent, once every few weeks now. In our sector, at least. I can’t imagine what it’ll be like after the reactor fully starts up. Glad I’m getting out of here early. 

Only thing I’ll miss is Brian. One of the local scientists. He’s a senile idiot that should not have access to Planck’s technology, but he’s a fun guy. Wonder what he’ll be up to after evac, might try to get a beer with him topside some day.

Anyway, better finish packing up. I’m ready to see the sun again after these long years.","J'ai enfin eut les drones de nettoyage de la ligne de production, ce qui veut dire que je suis au chômage. Je ne peux pas être plus heureux pour être honnête. Je vais pouvoir retrouver la surface quelques jour en avance. Il n'est pas trop tôt en même temps, les [quot]Événements d'échange de matière[quot] (ce qui veut dire: un alien ultra moche pop dans notre dimension et c'est bibi qui s'occupe de nettoyer une fois qu'il à été tué) ont été vachement plus fréquent, une fois toutes les quelques semaines depuis peu. Dans notre secteur du moins. J'imagine pas ce que ça va être après que le réacteur ai été mis en route. Je suis heureux de sortir d'ici plus rapidement.

La seule chose qui me manquera c'est Brian, Un des scientifiques du coin. C'est un idiot sénile qui ne devrait pas avoir accès à la technologie de Planck, mais c'est un gars drôle. Je me demande bien ce qu'il fera après l'évacuation, j’essaierai bien de me faire une bière avec lui un de ces jours.

Bon, Je ferrais mieux de finir de ranger mes affaires. Je suis prêt à revoir le soleil après ces longues années.","Por fin recibí el envío de drons de limpieza, lo que significa que me quedé sin trabajo. No podría ser más feliz, la verdad. Saldré a la superficie antes de lo esperado. Ya era hora, los [quot]eventos de intercambio de materia[quot] (léase: un alienígena feo aparece en nuestra dimensión y debo limpiar su cadáver luego de que muera) se han vuelto cada vez más frecuentes, una vez cada pocas semanas. En nuestro sector, al menos. No puedo imaginar cómo será después de que el reactor se ponga en marcha. Me alegro de salir de aquí temprano.

Solo extrañaré a Brian. Uno de los científicos locales. Es un idiota senil que no debería tener acceso a la tecnología de Planck, pero es un tipo divertido. Me pregunto qué estará haciendo luego de la evacuación, tal vez intente llevarse una cerveza en la superficie.

De todos modos, será mejor que termine de empacar. Estoy listo para volver a ver el sol después de estos largos años.","Schließlich bekam die Sendung von janitorial Drohnen von der Montage, die Mittel, die ich von einem Job bin aus. Könnte nicht glücklicher sein, um ehrlich zu sein. Holen Sie sich ein paar Tage früher an die Oberfläche zu leiten. Es wird Zeit, auch die [quot] Materie Austauschveranstaltungen [quot] (sprich: eine hässliche Esel alien Pops in unsere Dimension und ich muss es aufzuwischen, sobald er getötet wird) wurden immer häufiger bekommen, einmal alle paar Wochen jetzt. In unserer Branche zumindest. Ich kann mir nicht vorstellen, wie es sein wird, nachdem der Reaktor voll anläuft. Froh, dass ich bin immer früh hier raus.

Das Einzige, was ich vermissen ist Brian. Einer der lokalen Wissenschaftler. Er ist ein seniler Trottel, die keinen Zugang zu Planck-Technologie haben sollte, aber er ist ein lustiger Kerl. Wonder, was er nach EVAC sein weitergeleitet, könnte versuchen, ein Bier zu bekommen, mit ihm einen Tag Oberseite nach.

Wie dem auch sei, eine bessere Finish packen. Ich bin bereit, die Sonne wieder nach diesen langen Jahren zu sehen.","Наконец получила партию беспилотных летательных аппаратов из уборки сборки, что означает, что я без работы. Не может быть счастливым, если честно. Получить голова на поверхность на несколько дней раньше. Это время также, что [Quot] материя обмена события [Quot] (читай: чужеродные уродливый попка выскакивает в нашем измерении, и я должен зачистить его, когда он убил), были все более и более частыми, один раз каждые несколько недель сейчас. В нашем секторе, по крайней мере. Я не могу себе представить, что это будет, как после того, как реактор полностью запустится. Рад, что выхожу отсюда рано.

Единственное, что я буду скучать Брайан. Один из местных ученых. Он старческий идиот, который не должен иметь доступ к технологиям Планка, но он забавный парень. Интересно, что он будет до после EVAC, может попытаться получить пиво с ним TopSide нибудь.

Во всяком случае, лучше закончить упаковывали. Я готов увидеть солнце снова после этих долгих лет.","Ten slotte kregen we de verzending van schoonmaakwerkzaamheden drones van de vergadering, wat betekent dat ik ben uit een baan. Kon niet gelukkiger zijn, om eerlijk te zijn. Krijg dat je naar de oppervlakte een paar dagen te vroeg. Het is hoog tijd, de [quot] kwestie uitwisselingsevenementen [quot] (lees: een lelijke-ass alien pops in onze dimensie en ik moet dweilen eenmaal is gedood) zijn steeds meer en vaker, eens in de paar weken nu. In onze sector, tenminste. Ik kan me niet voorstellen hoe het zal zijn als na de reactor volledig gestart. Blij dat ik hier weg vroeg.

Het enige wat ik mis is Brian. Een van de lokale wetenschappers. Hij is een seniele idioot die geen toegang tot de technologie van Planck zou moeten hebben, maar hij is een leuke vent. Benieuwd wat hij zal zijn om na de evacuatie, zou kunnen proberen om een ​​biertje met hem bovenwater op een dag.

Hoe dan ook, betere afwerking inpakken. Ik ben klaar om de zon weer te zien na deze lange jaren.","とうとうアセンブリーから清掃用ドローンが届いて、俺は仕事を失った。正直なところ、こんなに嬉しいことはない。これで数日早く地上に戻れる。少なくともうちのセクターでは「マター交換イベント」(つまり気色悪いエイリアンがこっちの次元にやってきて、そいつらを殺した後の掃除を俺がするはめになる)の頻度も高くなって、今や2-3週間に一度のペースだからちょうどよかった。リアクターの起動が完了したらどうなるのか、想像もつかないな。早くここから出られるようになって何よりだ。

唯一の心残りはブライアンか。この辺りの科学者の一人だ。あいつはプランクの技術なんて似合わないバカなじいさんだが、面白いやつだよ。避難した後のことは分からないが、いつか地上で一緒にビールを飲みたいもんだ。

とにかく、まずは荷造りをしよう。太陽を見るのなんて何年ぶりになるかな。","组装厂的清洁无人机终于到了，这意味着我失业了。老实说，太高兴了。提前几天回到地面。终于，[quot]物质交换事件[quot] (PS:丑陋外星人突然出现在我们的空间，它被干掉后，我就必须清理一切)变得越来越频繁，现在是每隔几周一次。至少对于我们这个部门是这样。我无法想象反应堆完全启动后会是什么样子。很高兴我能早点离开这里。

我会唯一想念的是布莱恩。一位科学家。他患有老年白痴，不应该接触普朗克的技术，但他是个有趣的人。不知道他在撤离后会做什么，也许有一天能和他一起喝杯啤酒。

不管怎样，收拾好行李。时隔数年，我终于能再次见到太阳了。","Finalmente tenho o envio de drones zeladoria de montagem, o que significa que estou fora de um trabalho. Não poderia estar mais feliz, para ser honesto. Obter a cabeça até a superfície de alguns dias mais cedo. É sobre o tempo também, os [quot] eventos de intercâmbio matéria [quot] (leia-se: um feio-burro pops alienígenas em nossa dimensão e eu tenho que contê-la uma vez que está morto) foram ficando cada vez mais frequente, uma vez a cada poucas semanas agora. Em nosso setor, pelo menos. Eu não posso imaginar o que vai ser como depois que o reator totalmente inicia-se. Ainda bem que eu vou sair daqui cedo.

A única coisa que eu vou sentir falta é Brian. Um dos cientistas locais. Ele é um idiota senil que não devem ter acesso à tecnologia de Planck, mas ele é um cara divertido. Pergunto o que ele vai ficar até depois de evacuação, pode tentar obter uma cerveja com ele topside algum dia.

De qualquer forma, melhor acabamento as malas. Eu estou pronto para ver o sol novamente após estes longos anos."
menu_continue,Continue Game,Continuer la partie,Continuar Partida,Weiterspielen,Продолжить игру,Continue Game,ゲームを再開する,继续游戏,continue Jogo
menu_createsave,Create New Save Slot,Nouvelle sauvegarde,Crear Nuevos Datos de Guardado,Create New Save Slot,Создать новую Сохранить Slot,Maak Slot Nieuw Opslaan,新規セーブスロット,新建保存槽,Criar Nova Salvar slot
menu_deletesave,Delete Save Data,Supprimer la sauvegarde,Eliminar Datos Guardados,Löschen Daten speichern,Удалить Сохранить данные,Verwijder Gegevens opslaan,セーブデータを削除,删除保存数据,Excluir Save Data
menu_dev,Developer Menu,Menu de Developeur,Menú de Desarrollador,Entwicklermenü,Меню разработчика,Developer Menu,開発者メニュー,开发者菜单,developer menu
menu_editUpgrades,Edit Active Upgrades,Changer les améliorations actives,Editar Mejoras Activas,Bearbeiten Aktive Upgrades,Редактировать Активные Обновления,Bewerken Active Upgrades,アップグレード切り替え,编辑可用升级,Editar Upgrades ativos
menu_loadCheck,Load Checkpoint,Charger un Checkpoint,Cargar Punto de Guardado,laden Checkpoint,Загрузка контрольно-пропускной пункт,Laad Checkpoint,チェックポイントから,加载进度点,carregar Checkpoint
menu_mainMenu,Main Menu,Menu principal,Menú Principal,Hauptmenü,Главное меню,Hoofdmenu,メインメニュー,主菜单,Menu principal
menu_nocheckpts,No saved checkpoints!,Pas de Checkpoint Enregistré!,¡Sin puntos de guardado!,Keine gespeicherten Checkpoints!,Нет сохранены контрольно-пропускные пункты!,Geen opgeslagen checkpoints!,チェックポイントがありません！,无保存进度点！,Não salvo checkpoints!
menu_nxtvial,Next vial,Prochain flacon,Siguiente vial,Weite Fläschchen,Затем флакон,Volgende flacon,次の瓶,下一个,próxima frasco
menu_openSave,"Open Save Directory 
(out of VR)",Ouvrir l'emplacement de la sauvegarde (en dehors de la VR),"Abrir Directorio de Guardado
(fuera de Realidad Virtual)","Öffnen Speichern Verzeichnis
(Aus VR)","Открыть Сохранить Справочник
(Из VR)","Open Save Directory
(Van VR)","セーブフォルダを開く
(VR外)","打开保存目录
(非VR)","Salvar Open Directory
(Sai de VR)"
menu_options,Options,Options,Opciones,Optionen,Параметры,opties,オプション,选项,opções
menu_play,Play,Jouer,Jugar,abspielen,Играть,Speel,プレイ,开始,Jogar
menu_playBeginning,Play From Beginning,Jouer du début,Jugar Desde el Principio,Von Anfang an abspielen,Воспроизвести с начала,Afspelen vanaf begin,ニューゲーム,从头开始,Jogar Do Começo
menu_QJProg,Quantum Juice Progress:,Progression Jus Quantique:,Progreso del Jugo Cuántico:,Quantum Juice Fortschritt:,Квантовый сок Прогресс:,Quantum Juice Voortgang:,クォンタムジュース状況:,量子汁进展:,Suco Quantum Progresso:
menu_reloadScene,Reload Scene,Recharger la Scène,Re-cargar Escena,Reload Szene,Перезагрузить Scene,Reload Scene,シーンをリロードする,重新载入场景,Cena de recarga
menu_resume,Resume Game,Reprendre la partie,Reanudar Partida,Spiel fortsetzen,Продолжить игру,Spel hervatten,ゲームに戻る,继续游戏,Jogo Resume
menu_resumeTooltip,"click here, or double-press the menu button again, to resume","cliquez ici, ou double pressez le boutton menue pour reprendre la partie","haga clic aquí, o presione dos veces en el botón de menú para reanudar","Klicken Sie hier, oder doppelklicken drücken Sie die Menü-Taste erneut, wieder aufnehmen","нажмите здесь или дважды нажмите кнопку меню еще раз, чтобы возобновить","klik hier, of dubbel-drukt u op de menu-knop, te hervatten",ここをクリックするかメニューボタンを2回押してゲームに戻ります,单击此处，或再次双击菜单按钮，继续,"clique aqui, ou pressione duas vezes o botão de menu novamente, para retomar"
menu_saveData,Save Data,Données de sauvegardes,Guardar Datos,Daten speichern,Сохранять данные,gegevens opslaan,セーブデータ,保存数据,Guardar dados
menu_saveSlot,Save Slot,Sauvegarde,Ranura de Guardado,Save Slot,Сохранить Slot,Slot Save,セーブスロット,保存槽,Salvar slot
menu_stageSelect,Stage Select,Choisir un niveau,Selección de Nivel,Stufe Select,Этап Select,Stage Select,ステージ選択,关卡选择,Stage Select
menu_upgradeProg,Upgrade Progress:,Processus d'Améliorations:,Progreso de la Mejora:,Upgrade-Fortschritt:,Обновление Прогресс:,Upgrade Voortgang:,アップグレード状況:,升级进度:,Atualizar Progresso:
menu_upgrades,Upgrades,Ameliorations,Mejoras,Upgrades,Обновления,upgrades,アップグレード,升级,Atualizações
officer4Death_caption_00,"No... please, no!","Non... S'il-vous-plaît, non!","No ... por favor, ¡no!","Nein ... bitte, nein!","Нет ... пожалуйста, нет!","Nee ... alsjeblieft, nee!",やめて……お願い、やめて！,不...不要啊！,"Não ... por favor, não!"
officer4Finale_caption_00,"Well, well, well. The chase comes to an end.","Bien, bien, bien. Fini de jouer au chat et à la souris.","Vaya, vaya, vaya. La persecución llega a su fin.",Gut gut gut. Die Jagd geht zu Ende.,Так так так. Погоня подходит к концу.,Nou nou nou. De achtervolging tot een einde komt.,あらあら、追いかけっこはここまでなの。,好了。追逐结束了。,"Bem, bem, bem. A perseguição chega ao fim."
officer4Finale_caption_01,"And not a moment too soon, you were practically out the door!","Et pile à temps, t'étais pratiquement dehors!","Y ni un momento demasiado pronto, ¡ya casi te habías ido!","Und nicht ein Moment zu früh, Sie waren praktisch vor der Tür!","И не момент слишком рано, вы практически в дверь!","En geen moment te vroeg, was je bijna de deur uit!",あと一歩で外に出られそうだったのに！,太快了吧，你就快出门了！,"E não um momento muito cedo, você estava praticamente fora da porta!"
